2.977262374002676015e-01,1.765471275132158846e-01,2.877147674019439050e-01,2.732112916764291022e-01,2.333304446008899191e-01,2.472742836259078647e-01,1.293231653437981743e-01,2.312889634767403557e-01,1.344819351151702314e-01,1.895522071217922433e-01
1.765471275132158846e-01,2.048564052538355551e-01,2.258441207762604264e-01,1.948209996389957122e-01,1.889894537363977778e-01,2.001115021540976757e-01,1.034678350211811482e-01,1.433328301554379902e-01,1.419690378230198391e-01,1.586565153292703867e-01
2.877147674019439050e-01,2.258441207762604264e-01,4.152935871408552915e-01,3.300601678702999031e-01,3.494344559901481628e-01,3.286572486846724983e-01,1.512977079200167607e-01,2.752700414872497614e-01,2.939987033299355512e-01,2.767700877777570234e-01
2.732112916764291022e-01,1.948209996389957122e-01,3.300601678702999031e-01,4.206044169759040052e-01,3.302913493855331728e-01,3.176613840574291081e-01,1.686491085933598255e-01,2.568931822310885904e-01,2.611326838641253034e-01,2.336561275060087262e-01
2.333304446008899191e-01,1.889894537363977778e-01,3.494344559901481628e-01,3.302913493855331728e-01,4.546023813435505767e-01,2.808707103543628403e-01,1.967233102892990415e-01,3.023246772856244546e-01,3.023451037341857162e-01,2.887253055775308996e-01
2.472742836259078647e-01,2.001115021540976757e-01,3.286572486846724983e-01,3.176613840574291081e-01,2.808707103543628403e-01,3.075913710589377459e-01,1.502707499387664070e-01,1.989738666893543784e-01,2.278537713602887538e-01,2.227095238434745328e-01
1.293231653437981743e-01,1.034678350211811482e-01,1.512977079200167607e-01,1.686491085933598255e-01,1.967233102892990415e-01,1.502707499387664070e-01,1.907901217588783005e-01,1.621440115125375447e-01,8.152953948539913565e-02,1.882124700270703943e-01
2.312889634767403557e-01,1.433328301554379902e-01,2.752700414872497614e-01,2.568931822310885904e-01,3.023246772856244546e-01,1.989738666893543784e-01,1.621440115125375447e-01,3.035419184222161171e-01,1.909709504989195450e-01,2.424072761417873645e-01
1.344819351151702314e-01,1.419690378230198391e-01,2.939987033299355512e-01,2.611326838641253034e-01,3.023451037341857162e-01,2.278537713602887538e-01,8.152953948539913565e-02,1.909709504989195450e-01,3.148908089038514047e-01,2.027034811738464559e-01
1.895522071217922433e-01,1.586565153292703867e-01,2.767700877777570234e-01,2.336561275060087262e-01,2.887253055775308996e-01,2.227095238434745328e-01,1.882124700270703943e-01,2.424072761417873645e-01,2.027034811738464559e-01,2.981257047630865853e-01
